word,series_frequency,english_frequency,vocabulary_level
raping,1,509457,N/A
murdering,1,624555,N/A
boogeyman,1,173129,N/A
vasty,1,0,N/A
nothingness,1,342533,N/A
bibbledy,1,0,N/A
addlepated,1,0,N/A
bona,1,1429954,N/A
fide,1,1606496,N/A
entertained,1,1544676,N/A
approf,1,2520685,N/A
giveaway,1,2953592,N/A
massacre,1,3031330,C2
fugitif,1,528765,N/A
twixt,1,73594,N/A
nether,1,521363,N/A
prettier,1,320352,N/A
endeavor,1,3629622,N/A
musing,1,3708527,N/A
noticing,1,1095262,N/A
kissing,1,7939523,N/A
muscular,1,2961759,N/A
buttock,1,876505,N/A
cheaper,1,8786062,N/A
businessperson,1,203100,N/A
twitchy,1,79425,N/A
tussle,1,171251,N/A
storytelling,1,1906358,N/A
knocked,1,2576160,N/A
embedded,1,12156057,N/A
conditioning,1,12490899,N/A
taught,1,16082512,N/A
elaborate,1,3487542,C2
knowing,1,14410719,N/A
monkeyshit,1,0,N/A
intricate,1,1590775,N/A
bringing,1,15970507,N/A
dumpling,1,600183,N/A
earnest,1,1968639,N/A
woolly,1,421282,N/A
blinder,1,228085,N/A
bearing,1,13934717,N/A
jester,1,993911,N/A
foist,1,55908,N/A
somnambulant,1,0,N/A
lawforce,1,0,N/A
traipse,1,24070,N/A
fed,1,13348332,N/A
sultry,1,485693,N/A
minx,1,322604,N/A
embarrass,1,463427,C2
vow,1,2874235,C2
cried,1,4352198,N/A
acted,1,4468180,N/A
oaty,1,0,N/A
touched,1,5080398,N/A
drowning,1,1918497,N/A
brainpan,1,0,N/A
squish,1,872292,N/A
tromp,1,66441,N/A
warrant,1,12413608,N/A
hid,1,2240111,N/A
haul,1,2979364,C2
anchor,1,10386787,C2
counsel,1,15173891,N/A
sideway,1,1400908,N/A
sidle,1,54306,N/A
sundry,1,1285266,N/A
referring,1,7496798,N/A
laying,1,4156210,N/A
closer,1,15446664,N/A
pony,1,5724377,C1
invited,1,14757576,N/A
giddy,1,483433,N/A
schooled,1,405610,N/A
outfit,1,5973389,N/A
graceful,1,1622934,C1
praying,1,2816625,N/A
intent,1,11902414,C2
mite,1,1693746,N/A
crabbed,1,20965,N/A
umbrage,1,64513,N/A
brigand,1,125197,N/A
assassin,1,2200008,N/A
warship,1,855844,N/A
atmo,1,105560,N/A
missile,1,8108695,C2
fluffy,1,1645782,N/A
tracker,1,11685438,N/A
credited,1,4401906,N/A
overabundance,1,70735,N/A
unarmed,1,602459,N/A
wearing,1,12401524,N/A
armor,1,6094107,N/A
moron,1,1617721,N/A
ruckus,1,284978,N/A
whistling,1,615829,N/A
plucky,1,150671,N/A
arena,1,13966572,N/A
incense,1,3032805,N/A
trajectory,1,2490959,N/A
believer,1,4754440,N/A
methodical,1,353588,N/A
devout,1,583135,N/A
dumb,1,5409969,C1
hog,1,3182765,N/A
manful,1,0,N/A
lashed,1,305492,N/A
stray,1,2073705,N/A
offense,1,8248745,N/A
noble,1,13363512,C1
writ,1,2143475,N/A
steered,1,409302,N/A
platoon,1,1257011,N/A
rudder,1,833624,N/A
northerly,1,479948,N/A
snuck,1,274495,N/A
staked,1,308188,N/A
uninabitable,1,0,N/A
astronomy,1,10767054,C2
raiding,1,299817,N/A
signing,1,9412040,N/A
banquet,1,5297392,N/A
scenario,1,9972760,C2
quarry,1,2361964,N/A
illusion,1,5150794,C2
digging,1,2673243,N/A
laid,1,13359320,N/A
desecrate,1,60698,N/A
muck,1,1335374,N/A
reactor,1,4944260,N/A
containment,1,2287342,N/A
hoist,1,1320128,N/A
hull,1,7166723,N/A
abomination,1,539738,N/A
suicidal,1,1344100,N/A
passing,1,15522371,N/A
harbor,1,14934790,N/A
confound,1,318192,N/A
disappeared,1,3791611,N/A
tectonic,1,1183217,N/A
instability,1,3068783,N/A
radiation,1,15066327,C1
flew,1,3529715,N/A
fracture,1,4569335,N/A
sitting,1,18868156,N/A
preserved,1,4963027,N/A
hermetic,1,302983,N/A
blew,1,2473343,N/A
discoloration,1,454388,N/A
doubled,1,2988769,N/A
painless,1,913490,N/A
banged,1,1316034,N/A
weed,1,8672017,C2
aggression,1,2605217,C1
breeding,1,7138425,N/A
tenth,1,3796953,N/A
aggressor,1,468709,N/A
stayed,1,10286077,N/A
dug,1,1951457,N/A
feared,1,2373625,N/A
swept,1,2612095,N/A
misbehave,1,109226,C1
bitty,1,437698,N/A
ion,1,14971153,N/A
hob,1,2416883,N/A
toss,1,2973864,N/A
vessel,1,16539489,N/A
soar,1,2194923,C2
roost,1,674647,N/A
emp,1,1690530,N/A
strap,1,15635142,C2
rearguard,1,52271,N/A
bottleneck,1,1443074,N/A
pushed,1,6482839,N/A
rig,1,3805020,N/A
reopen,1,1221421,N/A
boom,1,8393246,N/A
span,1,10722811,N/A
destroyed,1,9026486,N/A
generator,1,18240076,N/A
missed,1,18451052,N/A
picked,1,12114899,N/A
bung,1,215793,N/A
ignoring,1,3208542,N/A
burned,1,4993504,N/A
ammo,1,1627385,N/A
swinging,1,3501986,N/A
adrenaline,1,1708838,N/A
wrath,1,2486700,N/A
shrapnel,1,330415,N/A
acquired,1,12619643,N/A
weakened,1,1363046,N/A
regime,1,12921079,C2
forgiving,1,738478,N/A
bode,1,878589,N/A
patching,1,948289,N/A
grieve,1,749133,N/A
thrust,1,3845802,N/A
bumpy,1,692057,N/A
heap,1,3743065,C2
shotgun,1,2749996,N/A
aptitude,1,1170695,N/A
hurting,1,1746307,N/A
keel,1,1101979,N/A
